Application Number,CSI Project Tilt
PGE-CSI-45321,18
PGE-CSI-40764,25
PGE-CSI-56890,22
PGE-CSI-39322,20
PGE-CSI-51437,24
PGE-CSI-39041,20
PGE-CSI-53016,15
PGE-CSI-12583,40
PGE-CSI-50996,18
PGE-CSI-69682,20
PGE-CSI-49110,15
PGE-CSI-69724,20
PGE-CSI-61142,22
PGE-CSI-18133,23
PGE-CSI-43259,23
PGE-CSI-22691,19
PGE-CSI-67978,40
PGE-CSI-23405,19
PGE-CSI-24174,22
PGE-CSI-51818,22
PGE-CSI-34174,18
PGE-CSI-34675,21
PGE-CSI-05161,20
PGE-CSI-28260,25
PGE-CSI-51341,23
PGE-CSI-28727,22
PGE-CSI-51344,22
PGE-CSI-38548,23
PGE-CSI-66869,14
PGE-CSI-00256,24
PGE-CSI-51467,23
PGE-CSI-33547,25
PGE-CSI-48828,18
PGE-CSI-33706,23
PGE-CSI-33766,18
PGE-CSI-13735,15
PGE-CSI-14347,19
PGE-CSI-14587,14
PGE-CSI-69338,18
PGE-CSI-38154,12
PGE-CSI-70358,22
PGE-CSI-38740,19
PGE-CSI-38590,18
PGE-CSI-36709,21
PGE-CSI-04192,26
PGE-CSI-04770,10
PGE-CSI-06777,18
PGE-CSI-53194,16
PGE-CSI-24693,26
PGE-CSI-62922,30
PGE-CSI-08042,21
PGE-CSI-58343,15
PGE-CSI-26693,22
PGE-CSI-69552,5
PGE-CSI-27256,26
PGE-CSI-44594,10
PGE-CSI-27374,10
PGE-CSI-66132,20
PGE-CSI-36750,15
PGE-CSI-09149,19
PGE-CSI-52461,23
PGE-CSI-28512,15
PGE-CSI-68661,20
PGE-CSI-39973,23
PGE-CSI-64043,16
PGE-CSI-38696,19
PGE-CSI-59260,20
PGE-CSI-10290,18
PGE-CSI-55271,18
PGE-CSI-30925,21
PGE-CSI-64829,19
PGE-CSI-30927,21
PGE-CSI-35058,24
PGE-CSI-01303,19
PGE-CSI-02158,21
PGE-CSI-69285,15
PGE-CSI-69328,23
PGE-CSI-69570,5
PGE-CSI-18302,18
PGE-CSI-67477,22
PGE-CSI-07336,28
PGE-CSI-67479,20
PGE-CSI-24899,30
PGE-CSI-51193,23
PGE-CSI-37606,37
PGE-CSI-66959,18
PGE-CSI-25275,22
PGE-CSI-66678,18
PGE-CSI-55985,23
PGE-CSI-68892,18
PGE-CSI-26677,25
PGE-CSI-55602,15
PGE-CSI-08443,18
PGE-CSI-45530,24
PGE-CSI-27442,22
PGE-CSI-44069,18
PGE-CSI-46415,18
PGE-CSI-09067,19
PGE-CSI-59732,11
PGE-CSI-32861,19
PGE-CSI-55449,21
PGE-CSI-09127,18
PGE-CSI-57598,19
PGE-CSI-28480,22
PGE-CSI-52760,23
PGE-CSI-30859,15
PGE-CSI-28610,22
PGE-CSI-66076,21
PGE-CSI-09459,18
PGE-CSI-42869,17
PGE-CSI-28880,23
PGE-CSI-51110,12
PGE-CSI-29251,14
PGE-CSI-60830,30
PGE-CSI-29525,19
PGE-CSI-42916,22
PGE-CSI-40969,20
PGE-CSI-59379,15
PGE-CSI-40467,23
PGE-CSI-63545,18
PGE-CSI-40014,30
PGE-CSI-54557,21
PGE-CSI-29759,21
PGE-CSI-67737,23
PGE-CSI-39277,30
PGE-CSI-29869,21
PGE-CSI-66838,20
PGE-CSI-38066,18
PGE-CSI-35882,12
PGE-CSI-52537,4
PGE-CSI-35832,23
PGE-CSI-53556,23
PGE-CSI-35771,15
PGE-CSI-10488,19
PGE-CSI-66181,16
PGE-CSI-44976,17
PGE-CSI-31787,20
PGE-CSI-52545,30
PGE-CSI-31602,6
PGE-CSI-68931,18
PGE-CSI-32126,19
PGE-CSI-51446,23
PGE-CSI-56835,22
PGE-CSI-32401,22
PGE-CSI-50621,15
PGE-CSI-35837,23
PGE-CSI-44498,20
PGE-CSI-32848,22
PGE-CSI-49231,1
PGE-CSI-36953,30
PGE-CSI-64933,22
PGE-CSI-00646,21
PGE-CSI-61083,20
PGE-CSI-00733,14
PGE-CSI-61851,27
PGE-CSI-11842,21
PGE-CSI-51953,19
PGE-CSI-55324,18
PGE-CSI-00967,21
PGE-CSI-55331,18
PGE-CSI-34619,20
PGE-CSI-64168,15
PGE-CSI-34646,0
PGE-CSI-55343,22
PGE-CSI-34845,17
PGE-CSI-59733,30
PGE-CSI-12731,35
PGE-CSI-01311,20
PGE-CSI-36315,4
PGE-CSI-14126,32
PGE-CSI-04130,14
PGE-CSI-02181,20
PGE-CSI-02206,9
PGE-CSI-02293,16
PGE-CSI-69152,18
PGE-CSI-02727,18
PGE-CSI-70333,19
PGE-CSI-16615,0
PGE-CSI-16985,12
PGE-CSI-17006,19
PGE-CSI-17065,12
PGE-CSI-03325,28
PGE-CSI-37857,23
PGE-CSI-17511,22
PGE-CSI-17666,21
PGE-CSI-17743,10
PGE-CSI-17747,21
PGE-CSI-03722,18
PGE-CSI-18179,30
PGE-CSI-18730,18
PGE-CSI-18976,15
PGE-CSI-04302,18
PGE-CSI-19278,20
PGE-CSI-05114,7
PGE-CSI-33705,30
PGE-CSI-20966,19
PGE-CSI-22050,26
PGE-CSI-05934,15
PGE-CSI-22627,14
PGE-CSI-00645,14
PGE-CSI-06473,18
PGE-CSI-23181,20
PGE-CSI-23245,25
PGE-CSI-24192,19
PGE-CSI-24394,19
PGE-CSI-36147,30
PGE-CSI-52643,16
PGE-CSI-08164,22
PGE-CSI-49872,30
PGE-CSI-08371,18
PGE-CSI-53489,20
PGE-CSI-08926,15
PGE-CSI-44357,17
PGE-CSI-28616,22
PGE-CSI-56879,20
PGE-CSI-39693,17
PGE-CSI-66048,23
PGE-CSI-38616,19
PGE-CSI-61973,19
PGE-CSI-67707,19
PGE-CSI-37558,20
PGE-CSI-45612,18
PGE-CSI-33535,18
PGE-CSI-47924,20
PGE-CSI-33548,19
PGE-CSI-63144,19
PGE-CSI-37365,20
PGE-CSI-51567,18
PGE-CSI-34069,18
PGE-CSI-51517,19
PGE-CSI-34301,17
PGE-CSI-67045,16
PGE-CSI-34466,19
PGE-CSI-54045,20
PGE-MASH-00110,22
PGE-CSI-01736,22
PGE-CSI-57512,23
PGE-CSI-14266,20
PGE-CSI-64500,19
PGE-CSI-23256,19
PGE-CSI-49618,23
PGE-CSI-24283,19
PGE-CSI-49625,18
PGE-CSI-69227,20
PGE-CSI-43604,20
PGE-CSI-69859,22
PGE-CSI-03420,30
PGE-CSI-03634,30
PGE-CSI-03730,20
PGE-CSI-00570,20
PGE-CSI-30195,20
PGE-CSI-68798,30
PGE-CSI-36618,19
PGE-CSI-60702,4
PGE-CSI-49785,19
PGE-CSI-26466,20
PGE-CSI-64187,19
PGE-CSI-38839,21
PGE-CSI-68881,23
PGE-CSI-26587,19
PGE-CSI-42752,18
PGE-CSI-08668,26
PGE-CSI-66814,23
PGE-CSI-27509,19
PGE-MASH-00293,22
PGE-CSI-27851,19
PGE-MASH-00300,23
PGE-CSI-28747,23
PGE-CSI-64279,19
PGE-CSI-29030,20
PGE-CSI-65028,15
PGE-CSI-36184,19
PGE-CSI-48891,18
PGE-CSI-60965,23
PGE-CSI-31038,19
PGE-CSI-51577,22
PGE-CSI-10916,20
PGE-CSI-53402,14
PGE-CSI-31772,19
PGE-CSI-61462,19
PGE-CSI-11192,24
PGE-CSI-61339,23
PGE-CSI-11559,18
PGE-CSI-63641,23
PGE-CSI-33348,18
PGE-CSI-51601,22
PGE-CSI-33489,18
PGE-CSI-51983,17
PGE-CSI-33641,30
PGE-CSI-53077,19
PGE-CSI-34168,18
PGE-CSI-48432,25
PGE-CSI-34677,19
PGE-CSI-63011,23
PGE-CSI-01202,21
PGE-CSI-59033,19
PGE-CSI-35526,19
PGE-CSI-51184,24
PGE-CSI-01376,22
PGE-CSI-63713,25
PGE-CSI-13301,18
PGE-CSI-43622,20
PGE-CSI-13802,23
PGE-CSI-13803,23
PGE-CSI-46925,18
PGE-CSI-13708,20
PGE-CSI-13794,23
PGE-CSI-13805,23
PGE-CSI-13806,23
PGE-CSI-13807,23
PGE-CSI-13808,23
PGE-CSI-13810,23
PGE-CSI-13811,23
PGE-CSI-13812,23
PGE-CSI-14268,18
PGE-CSI-02204,18
PGE-CSI-14938,19
PGE-CSI-65295,44
PGE-CSI-15929,19
PGE-CSI-16954,19
PGE-CSI-16961,23
PGE-CSI-18680,18
PGE-CSI-18959,26
PGE-CSI-18978,17
PGE-CSI-04366,25
PGE-CSI-05207,20
PGE-CSI-20671,20
PGE-CSI-21411,25
PGE-CSI-22230,19
PGE-CSI-06362,23
PGE-CSI-06363,23
PGE-CSI-23007,20
PGE-CSI-23059,25
PGE-CSI-24380,15
PGE-CSI-58187,23
PGE-CSI-37629,20
PGE-CSI-67655,23
PGE-CSI-70246,10
PGE-CSI-67119,18
PGE-CSI-25861,18
PGE-CSI-56128,21
PGE-CSI-26494,18
PGE-CSI-67620,19
PGE-CSI-37839,20
PGE-CSI-47829,18
PGE-CSI-08245,20
PGE-CSI-46193,18
PGE-CSI-26820,20
PGE-CSI-08503,28
PGE-CSI-53636,17
PGE-CSI-27352,21
PGE-CSI-50522,22
PGE-CSI-36828,19
PGE-CSI-51749,18
PGE-CSI-38851,20
PGE-CSI-52409,22
PGE-CSI-27708,18
PGE-CSI-55792,18
PGE-CSI-08854,20
PGE-CSI-53802,20
PGE-CSI-27773,19
PGE-CSI-49891,22
PGE-CSI-28549,18
PGE-CSI-69548,5
PGE-CSI-28773,25
PGE-CSI-58384,19
PGE-CSI-28775,20
PGE-CSI-58538,20
PGE-CSI-28995,19
PGE-CSI-67511,23
PGE-CSI-29472,30
PGE-CSI-44272,19
PGE-CSI-29546,14
PGE-CSI-43015,18
PGE-CSI-40920,30
PGE-CSI-64243,18
PGE-CSI-40726,20
PGE-CSI-42907,22
PGE-CSI-40603,18
PGE-CSI-49719,23
PGE-CSI-40516,19
PGE-CSI-56410,18
PGE-CSI-40481,18
PGE-CSI-51219,20
PGE-CSI-40140,20
PGE-CSI-58211,19
PGE-CSI-39479,21
PGE-CSI-52893,19
PGE-CSI-39009,18
PGE-CSI-42419,30
PGE-CSI-39000,22
PGE-CSI-55025,20
PGE-CSI-36020,18
PGE-CSI-61646,16
A-1663,30
PGE-CSI-47039,18
A-1670,30
PGE-CSI-47546,20
PGE-CSI-10210,22
PGE-CSI-55478,20
PGE-CSI-10339,19
PGE-CSI-64838,18
PGE-CSI-00114,23
PGE-CSI-60206,23
PGE-CSI-31757,19
PGE-CSI-43312,22
PGE-CSI-31759,19
PGE-CSI-52297,20
PGE-CSI-10966,18
PGE-CSI-54934,21
PGE-CSI-00453,25
PGE-CSI-51773,24
PGE-CSI-33860,19
PGE-CSI-51124,22
PGE-CSI-00888,19
PGE-CSI-53993,18
PGE-CSI-34206,20
PGE-CSI-50266,9
PGE-CSI-34446,30
PGE-CSI-43736,19
PGE-CSI-38715,21
PGE-CSI-66995,20
PGE-CSI-35216,18
PGE-CSI-41421,18
PGE-CSI-30111,21
PGE-CSI-45668,19
PGE-CSI-13243,16
PGE-CSI-67023,20
PGE-CSI-01595,18
PGE-CSI-14639,22
PGE-CSI-14329,18
PGE-CSI-67797,23
PGE-CSI-36538,19
PGE-CSI-66562,18
PGE-CSI-14541,18
PGE-CSI-62891,18
PGE-CSI-02199,14
PGE-CSI-68093,22
PGE-CSI-14861,19
PGE-CSI-69547,5
PGE-CSI-02369,22
PGE-CSI-63648,19
PGE-CSI-69229,23
PGE-CSI-49585,18
PGE-CSI-51154,30
PGE-CSI-69318,18
PGE-CSI-42839,19
PGE-CSI-69452,20
PGE-CSI-60887,19
PGE-CSI-15880,22
PGE-CSI-53052,22
PGE-CSI-69770,0
PGE-CSI-16057,19
PGE-CSI-16082,10
PGE-CSI-44872,19
PGE-CSI-16084,10
PGE-CSI-66426,20
PGE-CSI-16086,10
PGE-CSI-46571,18
PGE-CSI-70249,10
PGE-CSI-56447,18
PGE-CSI-70247,10
PGE-CSI-61367,44
PGE-CSI-70250,10
PGE-CSI-67578,20
PGE-CSI-16513,20
PGE-CSI-61526,20
PGE-CSI-03068,30
PGE-CSI-53161,5
PGE-CSI-16850,14
PGE-CSI-52761,23
PGE-CSI-41434,18
PGE-CSI-17643,20
PGE-CSI-60906,44
PGE-CSI-17789,21
PGE-CSI-49935,20
PGE-CSI-17821,22
PGE-CSI-61687,18
PGE-CSI-17844,21
PGE-CSI-64822,20
PGE-CSI-18466,22
PGE-CSI-55322,19
PGE-CSI-19299,16
PGE-CSI-19387,19
PGE-CSI-43847,19
PGE-CSI-19611,18
PGE-CSI-04839,18
PGE-CSI-20130,22
PGE-CSI-20522,18
PGE-CSI-20546,22
PGE-CSI-20655,21
PGE-CSI-05496,19
PGE-CSI-21305,18
PGE-CSI-05609,20
PGE-CSI-21849,19
PGE-CSI-21952,19
PGE-CSI-22440,18
PGE-CSI-22460,20
PGE-CSI-22736,20
PGE-CSI-06529,20
PGE-CSI-23598,18
PGE-CSI-06749,18
PGE-CSI-24292,22
PGE-CSI-65936,23
PGE-CSI-07291,23
PGE-CSI-51396,30
PGE-CSI-07338,18
PGE-CSI-51346,29
PGE-CSI-07405,30
PGE-CSI-63373,18
PGE-CSI-24940,40
PGE-CSI-57171,17
PGE-CSI-24941,19
PGE-CSI-51980,3
PGE-CSI-25014,11
PGE-CSI-61607,20
PGE-CSI-40061,20
PGE-CSI-61725,34
PGE-CSI-25067,27
PGE-CSI-67481,15
PGE-CSI-25102,32
PGE-CSI-60127,12
PGE-CSI-25194,22
PGE-CSI-48709,18
PGE-CSI-25277,23
PGE-CSI-52671,19
PGE-CSI-66776,18
PGE-CSI-25891,39
PGE-CSI-07909,18
PGE-CSI-68807,20
PGE-CSI-25993,22
PGE-CSI-67026,31
PGE-CSI-64368,30
PGE-CSI-26684,19
PGE-CSI-52033,35
PGE-CSI-08308,5
PGE-CSI-63842,19
PGE-CSI-26821,20
PGE-CSI-53328,28
PGE-CSI-08395,18
PGE-CSI-59029,19
PGE-CSI-08469,17
PGE-CSI-67050,23
PGE-CSI-27027,27
PGE-CSI-51972,42
PGE-CSI-27083,30
PGE-CSI-27413,25
PGE-CSI-11316,34
PGE-CSI-57197,18
PGE-CSI-27753,27
PGE-CSI-27948,28
PGE-CSI-65205,20
PGE-CSI-27964,30
PGE-CSI-65949,23
PGE-CSI-28031,15
PGE-CSI-56480,18
PGE-CSI-09047,30
PGE-CSI-64973,30
PGE-CSI-36754,39
PGE-CSI-52687,20
PGE-CSI-28199,19
PGE-CSI-54199,20
PGE-CSI-32181,5
PGE-CSI-59904,20
PGE-CSI-28272,31
PGE-CSI-51379,14
PGE-CSI-09151,13
PGE-CSI-53462,27
PGE-CSI-28445,23
PGE-CSI-51198,23
PGE-CSI-28486,23
PGE-CSI-55394,5
PGE-CSI-65964,30
PGE-CSI-09301,17
PGE-CSI-49941,16
PGE-CSI-09317,20
PGE-CSI-28629,20
PGE-CSI-47759,18
PGE-CSI-09333,27
PGE-CSI-42751,27
PGE-CSI-28702,19
PGE-CSI-28835,20
PGE-CSI-28849,19
PGE-CSI-43637,19
PGE-CSI-09474,35
PGE-CSI-43667,23
PGE-CSI-63494,19
PGE-CSI-28964,22
PGE-CSI-29067,34
PGE-CSI-50869,18
PGE-CSI-29255,21
PGE-CSI-63072,23
PGE-CSI-29296,23
PGE-CSI-64856,24
PGE-CSI-54520,13
PGE-CSI-29481,20
PGE-CSI-29540,26
PGE-CSI-50716,19
PGE-CSI-29544,19
PGE-CSI-62449,19
PGE-CSI-29560,18
PGE-CSI-53887,14
PGE-CSI-41253,18
PGE-CSI-42468,23
PGE-CSI-41064,28
PGE-CSI-63119,23
PGE-CSI-40717,18
PGE-CSI-58809,20
PGE-CSI-40744,19
PGE-CSI-64259,12
PGE-CSI-40586,17
PGE-CSI-50710,25
PGE-CSI-40249,17
PGE-CSI-63521,30
PGE-CSI-40036,16
PGE-CSI-44363,21
PGE-CSI-29717,20
PGE-CSI-53907,23
PGE-CSI-39559,20
PGE-CSI-51558,19
PGE-CSI-39768,23
PGE-CSI-56610,34
PGE-CSI-39314,19
PGE-CSI-51189,0
PGE-CSI-39111,35
PGE-CSI-42816,31
PGE-CSI-29899,25
PGE-CSI-60187,12
PGE-CSI-38593,35
PGE-CSI-49246,27
PGE-CSI-38576,21
PGE-CSI-52902,40
PGE-CSI-38351,18
PGE-CSI-53914,19
PGE-CSI-37913,30
PGE-CSI-59302,27
PGE-CSI-30225,19
PGE-CSI-64871,27
PGE-CSI-30228,25
PGE-CSI-58922,23
PGE-CSI-30238,20
PGE-CSI-53249,22
PGE-CSI-03749,30
PGE-CSI-10390,21
PGE-CSI-51233,14
PGE-CSI-30365,5
PGE-CSI-42883,21
PGE-CSI-10285,10
PGE-CSI-51984,31
PGE-CSI-30481,31
PGE-CSI-54556,18
PGE-CSI-60664,19
PGE-CSI-30528,19
PGE-CSI-43050,28
PGE-CSI-00054,20
PGE-CSI-48067,28
PGE-CSI-30803,33
PGE-CSI-42500,18
PGE-CSI-30880,18
PGE-CSI-66499,0
PGE-CSI-10487,17
PGE-CSI-68271,30
PGE-CSI-37570,36
PGE-CSI-51680,23
PGE-CSI-31149,27
PGE-CSI-53949,14
PGE-CSI-10880,18
PGE-CSI-67746,5
PGE-CSI-31238,19
PGE-CSI-49059,20
PGE-CSI-52793,20
PGE-CSI-10807,40
PGE-CSI-67180,32
PGE-CSI-10890,16
PGE-CSI-29751,25
PGE-CSI-63089,22
PGE-CSI-38207,13
PGE-CSI-11219,38
PGE-CSI-48532,20
PGE-CSI-32402,45
PGE-CSI-55132,35
PGE-CSI-32466,19
PGE-CSI-55718,18
PGE-CSI-11425,19
PGE-CSI-58850,18
PGE-CSI-38065,26
PGE-CSI-48085,18
PGE-CSI-11459,23
PGE-CSI-60897,34
PGE-CSI-32833,15
PGE-CSI-48807,17
PGE-CSI-37174,26
PGE-CSI-60011,18
PGE-CSI-32922,19
PGE-CSI-68504,23
PGE-CSI-32970,24
PGE-CSI-52060,30
PGE-CSI-11565,9
PGE-CSI-62765,18
PGE-CSI-11597,19
PGE-CSI-11651,19
PGE-CSI-67756,18
PGE-CSI-33389,15
PGE-CSI-54309,24
PGE-CSI-11806,1
PGE-CSI-68080,16
PGE-CSI-11832,16
PGE-CSI-47793,17
PGE-CSI-11936,18
PGE-CSI-33734,0
PGE-CSI-50947,20
PGE-CSI-11958,19
PGE-CSI-33776,27
PGE-CSI-55956,18
PGE-CSI-55880,19
PGE-CSI-38352,26
PGE-CSI-68522,27
PGE-CSI-00887,20
PGE-CSI-52526,28
PGE-CSI-34008,20
PGE-CSI-58696,25
PGE-CSI-34127,45
PGE-CSI-64875,19
PGE-CSI-34228,30
PGE-CSI-67037,20
PGE-CSI-38710,28
PGE-CSI-60860,18
PGE-CSI-12301,16
PGE-CSI-52992,30
PGE-CSI-34452,21
PGE-CSI-49580,39
PGE-CSI-34622,31
PGE-CSI-56088,17
PGE-CSI-34648,45
PGE-CSI-63334,32
PGE-CSI-34732,20
PGE-CSI-12652,18
PGE-CSI-61520,23
PGE-CSI-35076,26
PGE-CSI-62800,32
PGE-CSI-39696,22
PGE-CSI-12733,38
PGE-CSI-35420,18
PGE-CSI-45419,45
PGE-CSI-35446,45
PGE-CSI-42544,20
PGE-CSI-01323,17
PGE-CSI-57054,0
PGE-CSI-01447,15
PGE-CSI-50511,28
PGE-CSI-13442,18
PGE-CSI-44135,28
PGE-CSI-13453,21
PGE-CSI-59358,25
PGE-CSI-13480,18
PGE-CSI-61322,19
PGE-CSI-36581,22
PGE-CSI-64282,19
PGE-CSI-13825,18
PGE-CSI-70477,0
PGE-CSI-36967,20
PGE-CSI-53709,30
PGE-CSI-18167,19
PGE-CSI-51902,15
PGE-CSI-13977,19
PGE-CSI-19528,35
PGE-CSI-54634,33
PGE-CSI-14218,23
PGE-CSI-47154,22
PGE-CSI-14227,19
PGE-CSI-62629,19
PGE-CSI-14425,22
PGE-CSI-50976,22
PGE-CSI-23714,19
PGE-CSI-56076,30
PGE-CSI-25095,38
PGE-CSI-57857,18
PGE-CSI-67288,23
PGE-CSI-02169,22
PGE-CSI-34148,22
PGE-CSI-67292,20
PGE-CSI-41375,26
PGE-CSI-68730,30
PGE-CSI-02212,10
PGE-CSI-02218,26
PGE-CSI-67295,30
PGE-CSI-40164,25
PGE-CSI-64071,19
PGE-CSI-46160,20
PGE-CSI-65214,19
PGE-CSI-15058,24
PGE-CSI-60393,18
PGE-CSI-63643,19
PGE-CSI-69120,18
PGE-CSI-63655,19
PGE-CSI-02385,18
PGE-CSI-52803,28
PGE-CSI-15319,29
PGE-CSI-58588,19
PGE-CSI-69256,22
PGE-CSI-69292,0
PGE-CSI-65358,22
PGE-CSI-41385,19
PGE-CSI-57920,30
PGE-CSI-15447,18
PGE-CSI-66878,20
PGE-CSI-69337,40
PGE-CSI-55245,18
PGE-CSI-66268,20
PGE-CSI-69713,20
PGE-CSI-54928,32
PGE-CSI-15812,18
PGE-CSI-51922,19
PGE-CSI-15843,22
PGE-CSI-68098,20
PGE-CSI-68441,25
PGE-CSI-02699,30
PGE-CSI-56079,18
PGE-CSI-69912,19
PGE-CSI-50410,31
PGE-CSI-16425,22
PGE-CSI-51471,27
PGE-CSI-45785,16
PGE-CSI-16611,10
PGE-CSI-52419,19
PGE-CSI-16643,21
PGE-CSI-57093,18
PGE-CSI-16644,18
PGE-MASH-00125,26
PGE-CSI-03115,18
PGE-CSI-43119,19
PGE-CSI-16861,23
PGE-CSI-46967,45
PGE-CSI-43882,25
PGE-CSI-03278,30
PGE-CSI-47187,22
PGE-CSI-17168,30
PGE-CSI-55852,28
PGE-CSI-55318,18
PGE-CSI-17413,35
PGE-CSI-68290,18
PGE-CSI-17439,28
PGE-CSI-41709,7
PGE-CSI-17456,27
PGE-CSI-43255,22
PGE-CSI-17538,19
PGE-CSI-03553,23
PGE-CSI-04419,28
PGE-CSI-62230,22
PGE-CSI-65744,25
PGE-CSI-38765,17
PGE-CSI-50788,19
PGE-CSI-18011,22
PGE-CSI-03922,30
PGE-CSI-67869,20
PGE-CSI-18512,12
PGE-CSI-50240,30
PGE-CSI-18515,23
PGE-CSI-51629,19
PGE-CSI-18715,28
PGE-CSI-46894,19
PGE-CSI-36705,26
PGE-CSI-18818,30
PGE-CSI-36392,22
PGE-CSI-04308,30
PGE-CSI-43571,25
PGE-CSI-19056,24
PGE-CSI-53737,34
PGE-CSI-04346,30
PGE-CSI-19122,40
PGE-CSI-56849,34
PGE-CSI-19137,22
PGE-CSI-65773,33
PGE-CSI-19145,24
PGE-CSI-50666,19
PGE-CSI-19233,19
PGE-CSI-44299,30
PGE-CSI-19285,23
PGE-CSI-58000,40
PGE-CSI-57464,18
PGE-CSI-04571,27
PGE-CSI-64517,20
PGE-CSI-19661,18
PGE-CSI-19721,16
PGE-CSI-52026,44
PGE-CSI-19919,22
PGE-CSI-41546,24
PGE-CSI-20020,23
PGE-CSI-36412,30
PGE-CSI-66003,30
PGE-CSI-05013,4
PGE-CSI-20378,20
PGE-CSI-20460,22
PGE-CSI-20606,30
PGE-CSI-20689,19
PGE-CSI-05350,19
PGE-CSI-21026,10
PGE-CSI-21246,15
PGE-CSI-05492,10
PGE-CSI-21261,19
PGE-CSI-21381,19
PGE-CSI-05689,19
PGE-CSI-05690,23
PGE-CSI-21884,21
PGE-CSI-21969,20
PGE-CSI-22046,30
PGE-CSI-05898,18
PGE-CSI-05900,13
PGE-CSI-22122,45
PGE-CSI-22273,20
PGE-CSI-22496,19
PGE-CSI-06252,22
PGE-CSI-22920,30
PGE-CSI-23070,24
PGE-CSI-06447,26
PGE-CSI-23149,25
PGE-CSI-23264,27
PGE-CSI-38807,16
PGE-CSI-36074,27
PGE-CSI-23403,30
PGE-CSI-23553,24
PGE-CSI-23593,26
PGE-CSI-06708,20
PGE-CSI-23676,19
PGE-CSI-23743,23
PGE-CSI-23973,15
PGE-CSI-23842,19
PGE-CSI-24075,24
PGE-CSI-24100,27
PGE-CSI-06996,9
PGE-CSI-24237,31
PGE-CSI-24322,24
PGE-CSI-07083,20
PGE-CSI-07140,17
PGE-CSI-40113,19
PGE-CSI-09191,18
PGE-CSI-63390,27
PGE-CSI-24577,19
PGE-CSI-50872,25
PGE-CSI-24588,22
PGE-CSI-64953,30
PGE-CSI-07300,26
PGE-CSI-64383,26
PGE-CSI-24803,26
PGE-CSI-48058,22
PGE-CSI-24860,25
PGE-CSI-07381,24
PGE-CSI-24885,23
PGE-CSI-50449,30
PGE-CSI-53620,34
PGE-CSI-24925,27
PGE-CSI-62672,30
PGE-CSI-25127,20
PGE-CSI-61320,21
PGE-CSI-25197,40
PGE-CSI-07563,30
PGE-CSI-48946,27
PGE-CSI-25258,19
PGE-CSI-64823,19
PGE-CSI-38159,41
PGE-CSI-62165,23
PGE-CSI-25336,26
PGE-CSI-48923,25
PGE-CSI-25361,30
PGE-CSI-45112,23
PGE-CSI-69350,22
PGE-CSI-52340,23
PGE-CSI-70545,12
PGE-CSI-43289,19
PGE-CSI-25393,30
PGE-CSI-48208,24
PGE-CSI-25398,25
PGE-CSI-46932,30
PGE-CSI-25473,21
PGE-CSI-61094,19
PGE-CSI-07730,5
PGE-CSI-47012,17
PGE-CSI-07786,23
PGE-CSI-51191,23
PGE-CSI-25712,37
PGE-CSI-36233,19
PGE-CSI-54084,30
PGE-CSI-07908,33
PGE-CSI-63381,26
PGE-CSI-26145,23
PGE-CSI-49866,35
PGE-CSI-08111,27
PGE-CSI-26539,34
PGE-CSI-52719,27
PGE-CSI-43865,19
PGE-CSI-50528,22
PGE-CSI-36747,25
PGE-CSI-41747,20
PGE-CSI-26795,26
PGE-CSI-54189,30
PGE-CSI-27079,27
PGE-CSI-64232,15
PGE-CSI-54739,34
PGE-CSI-27270,27
PGE-CSI-52349,23
PGE-CSI-31234,19
PGE-CSI-58027,21
PGE-CSI-29860,22
PGE-CSI-08783,22
PGE-CSI-56476,30
PGE-CSI-43302,26
PGE-CSI-50560,22
PGE-CSI-27835,33
PGE-CSI-54473,18
PGE-CSI-08929,33
PGE-CSI-56152,20
PGE-CSI-08963,19
PGE-CSI-48279,19
PGE-CSI-28181,19
PGE-CSI-54135,34
PGE-CSI-28244,24
PGE-CSI-59020,20
PGE-CSI-28265,38
PGE-CSI-59909,19
PGE-CSI-65993,20
PGE-CSI-28604,30
PGE-CSI-54907,23
PGE-CSI-28746,38
PGE-CSI-65012,24
PGE-CSI-68871,26
PGE-CSI-28925,19
PGE-CSI-41988,18
PGE-CSI-09688,19
PGE-CSI-49897,31
PGE-CSI-37737,26
PGE-CSI-63610,18
PGE-CSI-28965,31
PGE-CSI-55660,19
PGE-CSI-09732,26
PGE-CSI-50697,21
PGE-CSI-09740,25
PGE-CSI-44578,24
PGE-CSI-09810,35
PGE-CSI-43629,17
PGE-CSI-41315,26
PGE-CSI-44879,28
PGE-CSI-41352,31
PGE-CSI-41370,22
PGE-CSI-52101,19
PGE-CSI-40731,28
PGE-CSI-52814,20
PGE-CSI-40509,19
PGE-CSI-64857,27
PGE-CSI-09861,18
PGE-CSI-62555,28
PGE-CSI-40291,26
PGE-CSI-51552,19
PGE-CSI-40037,36
PGE-CSI-68056,28
PGE-CSI-66751,30
PGE-CSI-65023,16
PGE-CSI-39520,26
PGE-CSI-29811,20
PGE-CSI-59734,24
PGE-CSI-39067,30
PGE-CSI-48174,22
PGE-CSI-38095,20
PGE-CSI-45940,28
PGE-CSI-36100,26
PGE-CSI-58903,33
PGE-CSI-36007,22
PGE-CSI-66044,27
PGE-CSI-30286,26
PGE-CSI-52855,18
PGE-CSI-30359,33
PGE-CSI-43375,24
PGE-CSI-30482,25
PGE-CSI-60670,23
PGE-CSI-36647,24
PGE-CSI-68682,31
PGE-CSI-30615,30
