,variable,value,lat,log
2774,feb,3.66,34.0347,-117.1731
2775,feb,3.21,36.3047,-119.1138
2776,feb,3.61,33.9888,-118.1864
2777,feb,3.62,33.7396,-117.7862
2778,feb,2.94,37.9555,-121.1906
2779,feb,2.9,37.7223,-122.15700000000001
2780,feb,3.31,36.4519,-119.9365
2781,feb,2.95,38.1929,-120.9578
2782,feb,3.01,37.7313,-120.9437
2783,feb,2.93,38.1521,-122.2507
2784,feb,2.98,37.922,-121.3025
2785,feb,3.58,33.8666,-117.5917
2786,feb,3.04,37.406,-121.8478
2787,feb,3.62,33.9234,-118.2759
2788,feb,4.25,34.1618,-116.4125
2789,feb,2.95,37.0576,-122.0151
2790,feb,2.8,38.4401,-122.7456
2791,feb,3.23,36.8016,-119.8888
2792,feb,3.61,33.989000000000004,-118.0891
2793,feb,2.64,39.1549,-123.2009
2794,feb,3.61,33.9584,-118.1199
2795,feb,2.93,37.16,-121.9881
2796,feb,2.87,39.2549,-122.0457
2797,feb,3.96,32.7196,-117.1625
2798,feb,2.93,37.8569,-122.2508
2799,feb,3.36,36.7019,-120.428
2800,feb,3.53,34.232,-118.2475
2801,feb,2.74,40.5393,-122.3328
2802,feb,3.71,34.2687,-119.2249
2803,feb,3.22,36.8135,-119.7083
2804,feb,3.62,33.8999,-118.1623
2805,feb,3.65,34.0888,-118.4061
2806,feb,3.15,37.3511,-120.6056
2807,feb,2.86,37.7574,-121.9521
2808,feb,3.12,37.5218,-120.4655
2809,feb,3.94,32.6827,-117.1744
2810,feb,3.64,34.1486,-117.26299999999999
2811,feb,2.76,38.8175,-121.1723
2812,feb,2.9,39.746,-121.8426
2813,feb,3.11,37.0169,-121.5658
2814,feb,3.66,33.7582,-118.3642
2815,feb,2.87,37.7021,-122.0793
2816,feb,3.64,33.9846,-117.0377
2817,feb,3.39,35.2569,-118.9133
2818,feb,3.66,34.3675,-119.0732
2819,feb,3.81,32.8023,-117.0243
2820,feb,3.24,36.0551,-119.016
2821,feb,2.95,37.0508,-122.0569
2822,feb,3.73,33.889,-117.2205
2823,feb,2.76,38.8767,-121.1421
2824,feb,3.25,36.311,-119.3264
2825,feb,3.4,35.6406,-120.7042
2826,feb,3.23,36.9148,-120.1582
2827,feb,3.7,33.8403,-118.3559
2828,feb,3.96,32.715,-117.1254
2829,feb,3.78,33.1581,-117.3265
2830,feb,3.83,32.8201,-116.9123
2831,feb,2.82,39.4911,-121.4947
2832,feb,2.96,37.3895,-122.0785
2833,feb,3.36,36.4118,-121.3262
2834,feb,3.42,35.3907,-119.1858
2835,feb,3.69,33.72,-118.0461
2836,feb,2.86,37.5397,-122.3027
2837,feb,3.62,33.9972,-118.4014
2838,feb,3.77,33.1069,-117.0708
2839,feb,3.01,37.5356,-122.0336
2840,feb,3.6,33.879,-117.8932
2841,feb,3.55,33.9032,-117.9122
2842,feb,3.23,36.5862,-121.8867
2843,feb,2.93,38.1052,-122.2457
2844,feb,2.87,37.9697,-122.2941
2845,feb,2.78,39.7504,-121.6103
2846,feb,3.62,35.0324,-120.4945
2847,feb,3.75,33.979,-117.3365
2848,feb,3.39,36.1774,-119.8204
2849,feb,2.95,38.1628,-121.1486
2850,feb,3.04,37.2559,-121.7754
2851,feb,2.92,38.0991,-122.2104
2852,feb,3.57,34.114000000000004,-118.0904
2853,feb,2.93,37.8094,-122.2717
2854,feb,3.64,34.0361,-117.6086
2855,feb,2.81,38.7102,-122.95700000000001
2856,feb,3.61,34.0456,-117.7531
2857,feb,3.39,35.3442,-119.0222
2858,feb,2.92,37.7242,-122.4796
2859,feb,3.48,36.1947,-120.3087
2860,feb,4.19,33.8078,-116.4647
2861,feb,3.77,33.1815,-117.1114
2862,feb,3.4,36.0153,-120.0077
2863,feb,2.9,38.3805,-121.9919
2864,feb,3.55,33.9235,-117.8956
2865,feb,2.69,40.5682,-122.4152
2866,feb,3.98,34.4465,-117.6341
2867,feb,2.9,37.9059,-122.0586
2868,feb,2.97,37.3771,-122.1241
2869,feb,3.6,33.8833,-117.8545
2870,feb,3.61,33.9443,-118.1949
2871,feb,3.25,36.6782,-121.7972
2872,feb,2.94,37.8041,-121.912
2873,feb,4.15,34.5386,-117.1773
2874,feb,3.03,37.7284,-121.42399999999999
2875,feb,3.85,32.9618,-117.2597
2876,feb,3.52,34.11,-117.7197
2877,feb,2.96,37.3179,-122.0478
2878,feb,3.65,33.647,-117.9151
2879,feb,3.64,33.4629,-117.6241
2880,feb,3.18,37.1004,-120.2786
2881,feb,3.69,33.5008,-117.6587
2882,feb,3.16,36.7332,-119.7847
2883,feb,3.49,35.1977,-119.057
2884,feb,3.65,34.2088,-118.8735
2885,feb,3.25,36.506,-119.2866
2886,feb,2.81,39.1597,-121.5374
2887,feb,3.64,34.1417,-117.2972
2888,feb,2.87,37.6259,-122.4236
2889,feb,2.92,37.7793,-122.4192
2890,feb,3.58,34.1046,-117.5873
2891,feb,3.61,33.9728,-118.1739
2892,feb,2.9,37.9843,-122.0144
2893,feb,2.84,38.5692,-121.545
2894,feb,4.22,34.8942,-117.0364
2895,feb,3.0,37.2286,-121.984
2896,feb,3.08,36.8291,-121.5285
2897,feb,3.76,33.7885,-116.9513
2898,feb,3.56,34.0871,-117.9697
2899,feb,3.16,37.2946,-120.4747
2900,feb,2.87,38.3286,-122.7104
2901,feb,2.97,37.3263,-121.9178
2902,feb,2.79,38.5449,-122.8079
2903,feb,3.79,32.8231,-116.7386
2904,feb,3.58,34.0858,-117.8869
2905,feb,3.53,33.9753,-117.7231
2906,feb,2.96,38.0796,-120.1687
2907,feb,3.05,37.5272,-121.9679
2908,feb,2.81,38.7957,-122.99700000000001
2909,feb,4.19,34.4812,-116.906
2910,feb,3.39,36.3121,-119.8035
2911,feb,3.62,33.6855,-117.6669
2912,feb,3.79,33.0531,-117.2686
2913,feb,3.58,34.0184,-117.8544
2914,feb,3.41,35.3783,-119.4166
2915,feb,2.85,38.2771,-122.4706
2916,feb,4.01,35.9456,-117.20299999999999
2917,feb,2.94,38.0251,-121.2972
2918,feb,4.34,33.6283,-114.6191
2919,feb,3.01,37.7765,-120.8476
2920,feb,2.95,37.4063,-122.0084
2921,feb,2.94,37.8019,-122.4102
2922,feb,3.58,34.0042,-117.8167
2923,feb,3.63,34.1095,-117.3762
2924,feb,2.79,37.3744,-122.213
2925,feb,2.98,37.6886,-122.1542
2926,feb,3.72,33.7242,-117.9062
2927,feb,2.96,38.0874,-120.5807
2928,feb,3.02,37.7429,-121.1255
2929,feb,3.36,35.8425,-119.0148
2930,feb,3.6,34.0023,-118.0356
2931,feb,2.96,37.4499,-122.1275
2932,feb,3.63,33.795,-118.1182
2933,feb,3.95,32.5796,-117.1171
2934,feb,2.98,37.9743,-121.3147
2935,feb,3.65,34.027,-118.4743
2936,feb,2.86,38.0632,-122.5411
2937,feb,3.76,33.7354,-116.97399999999999
2938,feb,3.76,33.7088,-116.9095
2939,feb,3.66,33.8162,-118.215
2940,feb,4.0,33.843,-116.5434
2941,feb,3.08,37.6736,-119.8131
2942,feb,3.61,33.9975,-118.1528
2943,feb,4.19,34.0666,-116.5595
2944,feb,3.66,33.8705,-118.2881
2945,feb,3.72,33.7086,-117.9563
2946,feb,3.72,33.6604,-117.1899
2947,feb,3.22,36.6812,-121.6154
2948,feb,3.37,36.2098,-120.0847
2949,feb,2.88,38.7247,-120.7953
2950,feb,2.71,38.5112,-122.45700000000001
2951,feb,4.2,33.7594,-116.3232
2952,feb,3.7,33.8663,-118.3997
2953,feb,3.62,33.9038,-117.6022
2954,feb,3.69,33.7829,-118.0262
2955,feb,2.8,38.405,-122.7275
2956,feb,3.69,34.1908,-118.837
2957,feb,3.65,33.6772,-117.9086
2958,feb,3.62,34.2849,-118.4382
2959,feb,2.93,37.8796,-122.2668
2960,feb,3.9,32.7413,-117.0951
2961,feb,3.66,33.7621,-117.8183
2962,feb,2.8,39.2027,-121.0208
2963,feb,2.9,37.6897,-121.8924
2964,feb,3.85,32.6626,-116.9541
2965,feb,2.63,39.4517,-123.3728
2966,feb,3.81,33.1796,-117.2446
2967,feb,3.39,35.3814,-119.0194
2968,feb,3.72,33.763000000000005,-117.9355
2969,feb,3.68,33.9259,-117.5598
2970,feb,3.05,37.1376,-121.6621
2971,feb,2.94,37.6977,-122.025
2972,feb,3.64,34.1051,-117.2908
2973,feb,3.65,33.8691,-117.9299
2974,feb,3.66,33.747,-117.8625
2975,feb,3.82,33.2025,-117.3608
2976,feb,4.06,35.0307,-117.6726
2977,feb,3.44,35.3055,-119.3893
2978,feb,3.6,34.0891,-118.0951
2979,feb,2.71,39.0517,-122.9207
2980,feb,2.93,37.8347,-122.2832
2981,feb,2.87,37.6529,-122.4301
2982,feb,3.13,37.312,-121.0314
2983,feb,3.77,34.2788,-119.1678
2984,feb,2.89,38.3834,-121.5782
2985,feb,3.61,34.4788,-118.6526
2986,feb,3.66,34.0633,-117.1689
2987,feb,3.62,33.852,-118.1468
2988,feb,3.72,33.7471,-117.9043
2989,feb,3.01,37.284,-121.8266
2990,feb,2.98,37.9587,-121.288
2991,feb,3.64,34.016,-117.6874
2992,feb,2.9,37.7328,-122.3935
2993,feb,2.92,37.7861,-122.4374
2994,feb,3.49,35.2625,-120.652
2995,feb,3.96,35.0453,-118.1614
2996,feb,3.72,34.175,-118.9396
2997,feb,3.24,36.1334,-121.63799999999999
2998,feb,3.58,34.1377,-117.9657
2999,feb,3.43,34.8514,-118.8799
3000,feb,3.63,33.8683,-118.0675
3001,feb,3.96,32.746,-117.1672
3002,feb,3.84,32.7259,-117.2308
3003,feb,3.69,34.1669,-119.1611
3004,feb,2.72,39.0268,-123.3862
3005,feb,3.28,36.5346,-119.8359
3006,feb,3.55,33.985,-117.897
3007,feb,2.9,39.415,-122.0249
3008,feb,3.76,33.4953,-117.0766
3009,feb,3.6,34.0766,-118.0394
3010,feb,3.4,35.8737,-119.2636
3011,feb,2.95,38.1326,-121.3228
3012,feb,2.87,40.0393,-122.1655
3013,feb,2.87,39.1395,-122.2056
3014,feb,3.22,36.3006,-119.2055
3015,feb,2.94,37.7768,-122.2179
3016,feb,2.9,37.9863,-122.0399
3017,feb,2.85,38.3933,-122.8367
3018,feb,2.87,37.6138,-122.4823
3019,feb,2.89,38.2314,-122.0541
3020,feb,2.88,38.3598,-120.7532
3021,feb,3.55,33.9345,-117.9516
3022,feb,3.56,34.0296,-117.9398
3023,feb,2.93,37.8271,-122.2229
3024,feb,2.81,37.1518,-122.1368
3025,feb,3.68,33.9146,-118.3509
3026,feb,2.92,38.0051,-122.2578
3027,feb,3.6,34.0505,-118.0483
3028,feb,2.92,37.7982,-122.4003
3029,feb,2.9,37.9188,-122.0262
3030,feb,2.9,37.7384,-122.1733
3031,feb,3.67,33.7841,-117.2981
3032,feb,3.23,36.8317,-119.83200000000001
3033,feb,3.64,34.0773,-117.6222
3034,feb,3.63,33.8493,-118.0439
3035,feb,3.71,33.6876,-117.7885
3036,feb,3.84,32.7211,-116.9961
3037,feb,2.92,37.7928,-122.4219
3038,feb,3.71,33.6028,-117.713
3039,feb,4.12,34.6417,-117.508
3040,feb,3.6,34.0661,-118.0847
3041,feb,3.22,36.3589,-119.2403
3042,feb,3.77,34.2171,-119.1769
3043,feb,3.69,33.3804,-117.2061
3044,feb,2.97,37.3077,-121.9998
3045,feb,2.76,38.5979,-122.6095
3046,feb,2.93,37.8349,-122.264
3047,feb,3.62,33.6155,-117.6409
3048,feb,3.09,37.6216,-118.8628
3049,feb,2.87,39.6243,-121.7915
3050,feb,2.9,40.0414,-122.0979
3051,feb,2.87,38.7481,-120.6746
3052,feb,3.77,33.1427,-117.0305
3053,feb,3.67,34.0336,-117.0378
3054,feb,3.74,34.2318,-119.0526
3055,feb,3.56,34.0681,-117.9383
3056,feb,2.88,39.1093,-121.6803
3057,feb,3.63,34.4065,-118.5621
3058,feb,3.11,37.1875,-121.0323
3059,feb,3.69,33.7367,-117.0217
3060,feb,2.86,38.2437,-122.6934
3061,feb,3.56,34.0977,-117.90700000000001
3062,feb,3.41,35.2772,-120.7031
3063,feb,3.96,32.7429,-117.1277
3064,feb,2.9,39.9573,-120.9837
3065,feb,2.9,37.9414,-122.3663
3066,feb,2.8,39.3522,-121.7113
3067,feb,3.58,34.9008,-120.3488
3068,feb,3.63,34.4453,-118.5525
3069,feb,3.4,35.6707,-119.2134
3070,feb,3.64,33.4271,-117.61399999999999
3071,feb,3.64,34.4032,-119.7207
3072,feb,3.61,34.0801,-117.7386
3073,feb,3.62,33.64,-117.6035
3074,feb,2.86,38.2433,-122.6069
3075,feb,3.61,33.9202,-118.1429
3076,feb,3.46,35.373000000000005,-120.8384
3077,feb,3.05,37.3863,-121.8899
3078,feb,3.6,33.4795,-117.2093
3079,feb,3.79,33.0978,-117.2674
3080,feb,3.73,33.6508,-117.8177
3081,feb,2.64,39.3119,-123.7917
3082,feb,2.96,37.9916,-121.8021
3083,feb,2.83,38.403,-122.3623
3084,feb,2.85,38.7892,-121.2382
3085,feb,2.88,38.5374,-121.9776
3086,feb,3.48,34.1192,-117.8548
3087,feb,3.05,37.3695,-121.8208
3088,feb,2.96,37.4517,-122.1839
3089,feb,3.25,36.6136,-119.5287
3090,feb,4.09,34.4876,-117.8988
3091,feb,2.86,37.7142,-121.9257
3092,feb,2.92,39.6053,-122.0323
3093,feb,3.13,37.4699,-120.6761
3094,feb,2.9,39.4998,-122.2077
3095,feb,3.0,36.9761,-121.9532
3096,feb,4.02,32.5563,-117.0506
3097,feb,2.94,37.4992,-122.2665
3098,feb,3.3,36.7226,-120.1008
3099,feb,3.73,33.9136,-117.4605
3100,feb,2.98,37.4758,-122.4432
3101,feb,3.22,36.8256,-119.7636
3102,feb,2.95,37.0079,-121.9507
3103,feb,3.72,34.2188,-118.9921
3104,feb,2.93,37.6578,-121.7301
3105,feb,3.16,37.3226,-120.883
3106,feb,3.03,37.3305,-121.7914
3107,feb,2.9,37.9265,-122.3408
3108,feb,3.68,33.9585,-118.31
3109,feb,3.7,33.8993,-118.319
3110,feb,3.73,33.6956,-117.8059
3111,feb,3.82,32.9736,-117.037
3112,feb,3.05,37.3339,-121.8915
3113,feb,3.6,34.073,-118.1462
3114,feb,2.87,37.2705,-122.023
3115,feb,3.39,35.3408,-119.065
3116,feb,4.2,33.7013,-116.3415
3117,feb,2.9,39.721,-121.8189
3118,feb,3.5,34.2112,-118.1978
3119,feb,3.22,36.3879,-119.2191
3120,feb,2.96,37.3537,-122.0872
3121,feb,3.68,33.9342,-118.3325
3122,feb,3.19,36.4311,-119.1064
3123,feb,3.84,32.7325,-116.9509
3124,feb,3.57,34.1408,-118.0018
3125,feb,2.81,39.760999999999996,-122.21799999999999
3126,feb,2.86,38.0982,-122.5981
3127,feb,3.48,34.1033,-117.8181
3128,feb,3.66,33.7417,-117.8213
3129,feb,2.85,37.9816,-122.5688
3130,feb,3.63,33.841,-118.0097
3131,feb,2.83,40.1838,-122.2407
3132,feb,2.86,38.7688,-121.3363
3133,feb,3.9,32.785,-117.0186
3134,feb,2.94,37.8117,-121.9865
3135,feb,2.98,37.6356,-122.1042
3136,feb,3.67,34.4248,-118.4451
3137,feb,3.96,32.6088,-117.0607
3138,feb,2.94,38.0355,-121.3438
3139,feb,3.73,33.8911,-117.2726
3140,feb,3.73,33.9263,-117.4094
3141,feb,3.65,34.0149,-118.4922
3142,feb,3.04,37.4057,-119.5675
3143,feb,3.58,33.8395,-117.5358
3144,feb,3.17,37.2454,-120.2712
3145,feb,3.59,33.6759,-117.3495
3146,feb,3.03,37.0887,-121.6005
3147,feb,3.71,33.8198,-117.1178
3148,feb,4.02,33.7987,-116.5189
3149,feb,3.69,34.1435,-118.8561
3150,feb,2.85,37.9362,-122.5355
3151,feb,2.89,37.8798,-122.0714
3152,feb,3.63,34.1205,-117.3176
3153,feb,2.9,37.9178,-122.3043
3154,feb,3.44,35.8181,-120.6364
3155,feb,3.23,36.6087,-119.4376
3156,feb,3.65,33.8743,-117.9637
3157,feb,2.93,37.8437,-122.2437
3158,feb,3.58,35.1197,-120.5512
3159,feb,3.72,33.7869,-117.9822
3160,feb,2.93,37.8124,-122.242
3161,feb,3.62,33.8233,-118.1133
3162,feb,3.63,33.8175,-118.0399
3163,feb,3.62,33.9107,-118.2362
3164,feb,3.05,37.3057,-121.8114
3165,feb,2.93,37.8625,-122.2758
3166,feb,3.9,32.7944,-117.0722
3167,feb,2.89,37.8567,-122.0249
3168,feb,2.76,38.7256,-123.4762
3169,feb,4.15,34.5967,-117.8447
3170,feb,2.97,37.311,-121.9616
3171,feb,3.71,33.6596,-117.7395
3172,feb,3.7,33.8108,-118.351
3173,feb,3.51,33.6392,-117.5852
3174,feb,2.9,37.754,-122.1897
3175,feb,3.91,34.4972,-118.1895
3176,jan,3.2,34.7289,-118.3268
3177,jan,2.08,36.7586,-119.8102
3178,jan,3.27,33.0224,-117.1069
3179,jan,2.18,37.9077,-122.70200000000001
3180,jan,3.4,34.448,-117.1922
3181,jan,3.11,33.5708,-117.6346
3182,jan,2.65,35.1628,-119.4303
3183,jan,3.13,34.1982,-117.3583
3184,jan,3.32,32.7991,-116.9733
3185,jan,3.05,34.066,-118.3827
3186,jan,3.15,33.9228,-117.1684
3187,jan,2.05,37.9321,-121.7038
3188,jan,2.14,37.9501,-122.5428
3189,jan,3.06,33.9246,-118.2019
3190,jan,1.93,38.0185,-121.0567
3191,jan,2.0,37.5523,-120.7846
3192,jan,3.08,33.7873,-117.8749
3193,jan,2.26,35.775,-119.2337
3194,jan,3.02,33.9423,-118.12899999999999
3195,jan,2.17,37.8946,-122.2792
3196,jan,3.09,33.7927,-117.7998
3197,jan,1.95,38.3461,-120.9452
3198,jan,3.29,32.9989,-117.0705
3199,jan,3.28,34.4934,-117.7744
3200,jan,2.1,38.3679,-122.5247
3201,jan,3.06,33.8238,-118.2668
3202,jan,3.38,34.9562,-117.2199
3203,jan,3.04,34.117,-117.771
3204,jan,3.03,33.9292,-118.009
3205,jan,3.19,33.5712,-117.1536
3206,jan,3.27,34.6061,-118.185
3207,jan,2.17,37.6826,-122.4821
3208,jan,3.06,34.457,-119.2531
3209,jan,2.34,37.3485,-121.8863
3210,jan,2.17,37.6992,-122.4504
3211,jan,2.85,35.4749,-120.676
3212,jan,2.03,41.1144,-121.33200000000001
3213,jan,2.1,36.5668,-119.62200000000001
3214,jan,2.08,38.4141,-122.5467
3215,jan,3.31,32.7603,-117.0703
3216,jan,2.14,37.9724,-122.5148
3217,jan,3.36,32.6709,-117.0927
3218,jan,3.04,34.2793,-118.6961
3219,jan,3.03,34.0142,-118.1136
3220,jan,3.23,33.2409,-117.2985
3221,jan,3.08,34.2929,-118.8713
3222,jan,3.02,33.8127,-117.8162
3223,jan,2.13,38.7911,-122.6107
3224,jan,3.09,33.6735,-118.0024
3225,jan,2.33,37.3802,-122.0879
3226,jan,2.11,36.7285,-119.5357
3227,jan,3.18,33.958,-117.2483
3228,jan,2.26,35.8016,-119.117
3229,jan,1.9,40.6414,-122.3421
3230,jan,3.03,33.769,-118.1923
3231,jan,2.34,37.2788,-121.9545
3232,jan,3.06,33.9729,-118.2488
3233,jan,2.1,38.3472,-122.6954
3234,jan,2.29,37.4449,-122.2625
3235,jan,2.09,38.4959,-122.9064
3236,jan,2.36,36.9707,-121.9909
3237,jan,1.99,37.8169,-121.2854
3238,jan,3.14,34.2563,-117.1913
3239,jan,3.02,33.8318,-117.8474
3240,jan,2.13,38.2459,-122.9064
3241,jan,3.26,33.1449,-117.1713
3242,jan,3.25,32.8388,-117.2616
3243,jan,3.01,34.0093,-118.4729
3244,jan,2.08,36.9915,-119.9873
3245,jan,2.33,37.2136,-121.8567
3246,jan,1.97,38.1456,-120.8573
3247,jan,3.19,33.6929,-117.2504
3248,jan,1.9,39.4135,-121.7116
3249,jan,2.48,36.8622,-121.3801
3250,jan,2.09,36.7532,-119.697
3251,jan,2.01,37.7823,-121.2358
3252,jan,3.07,34.0018,-117.5276
3253,jan,2.48,35.3248,-118.9633
3254,jan,1.99,37.8128,-121.2142
3255,jan,2.16,37.0484,-120.8698
3256,jan,2.76,35.1327,-118.5078
3257,jan,2.23,37.5516,-122.3277
3258,jan,2.09,38.3372,-122.3003
3259,jan,3.33,34.6919,-117.9776
3260,jan,2.1,36.8401,-119.6611
3261,jan,3.03,34.1341,-118.0266
3262,jan,2.08,38.4382,-122.6742
3263,jan,3.08,34.1395,-118.7607
3264,jan,3.22,32.9975,-117.2609
3265,jan,3.17,34.1725,-116.8759
3266,jan,3.18,33.0165,-117.2026
3267,jan,1.9,39.4965,-121.7471
3268,jan,3.29,32.6381,-116.9519
3269,jan,2.0,37.7978,-121.0018
3270,jan,2.08,38.4606,-122.6422
3271,jan,2.13,36.7673,-119.765
3272,jan,1.98,40.5049,-121.835
3273,jan,3.06,34.1317,-117.5924
3274,jan,3.23,33.2617,-117.0103
3275,jan,3.31,32.8468,-116.9898
3276,jan,2.08,38.8803,-120.9743
3277,jan,3.06,34.1335,-118.6646
3278,jan,1.76,40.7937,-124.161
3279,jan,1.92,39.5586,-121.5892
3280,jan,1.88,38.5922,-121.52799999999999
3281,jan,2.17,37.4775,-121.1456
3282,jan,2.23,36.8,-120.58
3283,jan,2.25,37.4322,-120.0968
3284,jan,1.9,39.0899,-121.5505
3285,jan,2.27,37.6337,-122.061
3286,jan,3.45,33.9523,-116.508
3287,jan,1.97,39.9183,-122.2139
3288,jan,3.05,33.8832,-117.7386
3289,jan,3.36,32.6643,-116.4651
3290,jan,2.29,36.4177,-119.0046
3291,jan,1.93,38.0042,-121.3237
3292,jan,1.9,39.1141,-121.6196
3293,jan,1.97,38.5493,-121.7365
3294,jan,3.3,32.8904,-116.6246
3295,jan,3.03,33.7761,-118.1185
3296,jan,2.24,37.9952,-120.3437
3297,jan,3.13,33.9988,-117.447
3298,jan,2.21,37.7487,-122.4155
3299,jan,2.07,36.8415,-119.7983
3300,jan,1.94,39.4422,-121.9522
3301,jan,2.0,37.2974,-120.3229
3302,jan,3.08,33.6402,-117.6911
3303,jan,2.28,35.949,-119.0374
3304,jan,2.34,37.317,-121.9356
3305,jan,3.13,34.0889,-117.4521
3306,jan,3.27,34.6987,-118.1501
3307,jan,3.03,33.9783,-118.0678
3308,jan,3.06,33.8933,-118.204
3309,jan,2.47,36.9229,-121.7722
3310,jan,3.31,32.707,-117.0542
3311,jan,3.1,33.8288,-118.3832
3312,jan,2.21,37.7997,-122.2121
3313,jan,2.12,36.351,-119.3366
3314,jan,3.05,34.6269,-120.0661
3315,jan,2.08,36.6265,-119.6753
3316,jan,3.26,33.122,-117.156
3317,jan,1.92,38.2002,-121.2351
3318,jan,1.9,39.2521,-121.6944
3319,jan,1.93,38.5463,-121.6868
3320,jan,3.33,34.5612,-118.0375
3321,jan,2.07,37.8477,-121.6081
3322,jan,2.33,37.3501,-122.036
3323,jan,2.17,37.8394,-122.1243
3324,jan,3.06,34.0704,-117.6994
3325,jan,2.12,37.9541,-122.0251
3326,jan,3.06,33.8574,-118.2563
3327,jan,2.17,37.865,-122.2859
3328,jan,3.05,34.4437,-119.9421
3329,jan,3.05,34.3847,-118.587
3330,jan,2.4,37.0577,-122.0597
3331,jan,3.05,33.8672,-118.0806
3332,jan,2.06,38.6412,-120.9711
3333,jan,3.04,33.8882,-118.1276
3334,jan,2.34,37.4365,-121.8944
3335,jan,2.29,37.4835,-122.2144
3336,jan,2.23,37.5704,-122.3204
3337,jan,1.9,38.8323,-121.5166
3338,jan,3.09,33.6965,-117.3247
3339,jan,3.05,33.7593,-118.0824
3340,jan,3.03,34.0636,-117.8974
3341,jan,2.21,37.7723,-122.4109
3342,jan,3.25,32.8564,-117.2114
3343,jan,3.03,33.9336,-118.0682
3344,jan,2.29,37.5922,-122.0458
3345,jan,3.32,32.7623,-117.1225
3346,jan,2.06,38.4805,-122.7498
3347,jan,2.24,37.6785,-122.132
3348,jan,2.34,37.2995,-121.7545
3349,jan,2.21,37.7932,-122.2435
3350,jan,3.08,33.6113,-117.6668
3351,jan,3.29,32.6974,-117.12
3352,jan,2.2,37.5543,-122.2703
3353,jan,2.14,36.0594,-119.3203
3354,jan,2.71,35.8349,-120.9809
3355,jan,2.14,38.8573,-122.2149
3356,jan,3.06,33.8334,-118.292
3357,jan,2.23,37.79,-122.1861
3358,jan,1.96,37.9548,-121.3073
3359,jan,2.36,36.9806,-122.046
3360,jan,2.29,37.4586,-122.2001
3361,jan,1.94,39.7935,-121.8795
3362,jan,2.34,37.3296,-121.8336
3363,jan,3.13,33.6348,-117.8745
3364,jan,2.11,38.2912,-122.2867
3365,jan,3.01,33.9764,-118.4546
3366,jan,3.31,32.8738,-116.9048
3367,jan,2.26,35.605,-119.3714
3368,jan,2.18,37.5398,-121.24700000000001
3369,jan,2.56,36.6659,-121.655
3370,jan,2.03,37.4002,-120.6109
3371,jan,3.04,34.0006,-117.9694
3372,jan,3.29,32.6425,-116.9897
3373,jan,3.39,34.5596,-117.3577
3374,jan,2.23,37.7034,-122.12799999999999
3375,jan,3.06,33.9784,-118.2177
3376,jan,3.05,34.0216,-118.3917
3377,jan,3.12,34.0641,-117.3943
3378,jan,2.27,37.6744,-122.0888
3379,jan,2.14,38.0505,-122.6787
3380,jan,3.0,34.8745,-120.4281
3381,jan,3.09,33.7149,-117.7633
3382,jan,2.14,37.9242,-122.516
3383,jan,3.36,32.6387,-117.0669
3384,jan,3.23,33.2133,-117.2147
3385,jan,2.34,35.4905,-119.2649
3386,jan,3.43,33.7629,-116.4225
3387,jan,3.14,34.1272,-117.2007
3388,jan,2.31,37.515,-121.9292
3389,jan,3.33,35.5992,-117.6806
3390,jan,3.11,34.4812,-118.4282
3391,jan,1.98,38.6843,-121.0688
3392,jan,1.99,38.4272,-121.8135
3393,jan,2.16,36.0853,-119.5548
3394,jan,2.27,38.1461,-120.4546
3395,jan,3.26,32.9143,-117.1412
3396,jan,2.26,37.4068,-122.0746
3397,jan,3.39,32.5744,-117.0563
3398,jan,1.82,40.8762,-121.8898
3399,jan,3.32,32.7887,-116.9049
3400,jan,2.48,35.3871,-118.9865
3401,jan,2.08,36.6586,-119.741
3402,jan,3.26,33.1954,-117.2823
3403,jan,2.33,37.2951,-121.8965
3404,jan,3.04,34.0511,-118.8077
3405,jan,2.17,37.9989,-122.115
3406,jan,3.05,33.794000000000004,-118.0722
3407,jan,2.2,37.8981,-122.5413
3408,jan,3.27,32.8228,-117.0984
3409,jan,2.55,36.7097,-121.64
3410,jan,2.17,37.6007,-122.4013
3411,jan,2.33,37.3783,-122.024
3412,jan,3.1,33.8712,-118.3718
3413,jan,3.04,34.1014,-118.5993
3414,jan,2.23,37.5749,-122.3633
3415,jan,2.27,36.202,-119.0859
3416,jan,3.03,34.1016,-118.0561
3417,jan,3.04,34.0469,-117.9846
3418,jan,3.1,33.5815,-117.7247
3419,jan,3.31,32.8239,-117.1997
3420,jan,2.12,37.9517,-122.0732
3421,jan,3.31,32.8038,-117.1359
3422,jan,2.26,37.4125,-121.9446
3423,jan,3.29,33.0358,-116.8513
3424,jan,1.95,38.0389,-121.2421
3425,jan,3.06,34.1394,-118.3503
3426,jan,2.08,38.4576,-122.6932
3427,jan,3.07,34.6767,-118.4559
3428,jan,3.05,34.3778,-118.5149
3429,jan,2.22,38.5276,-120.6929
3430,jan,3.07,34.1386,-117.6636
3431,jan,3.26,32.961,-117.1251
3432,jan,3.01,33.8808,-117.5407
3433,jan,3.03,33.8757,-117.994
3434,jan,2.2,37.5167,-122.2903
3435,jan,3.3,35.0444,-117.8578
3436,jan,1.93,39.437,-123.7609
3437,jan,2.34,37.3735,-121.8578
3438,jan,3.06,33.8906,-118.2367
3439,jan,1.91,38.0049,-121.4002
3440,jan,2.15,36.538000000000004,-119.3889
